timestamp,trial_id,controller,climate,workload,repeat,T_tank_hot,T_tank_mid,T_rad_in,T_rad_out,T_ambient,RH_ambient,heater_w_cmd,heater_w_meas,fan_pwm,fan_w,forecast_T,forecast_RH,bank_depth_cmd,water_event_flag,notes
2026-07-07T20:35:28,forecast_hot_humid_bursty_r1,forecast,hot_humid,bursty,1,31.005,30.705,30.505,28.005,25.0,45.0,60.0,,40.0,0.8,,,,0,warmup
2026-07-07T20:35:28,forecast_hot_humid_bursty_r1,forecast,hot_humid,bursty,1,31.01,30.71,30.51,28.01,25.0,45.0,60.0,,40.0,0.8,30.17,,,0,trial
2026-07-07T20:35:28,forecast_hot_humid_bursty_r1,forecast,hot_humid,bursty,1,31.015,30.715,30.515,28.015,25.0,45.0,60.0,,50.0,1.0,30.17,,,0,trial
2026-07-07T20:35:28,forecast_hot_humid_bursty_r1,forecast,hot_humid,bursty,1,31.02,30.72,30.52,28.02,25.0,45.0,60.0,,50.0,1.0,30.17,,,0,trial
2026-07-07T20:35:28,forecast_hot_humid_bursty_r1,forecast,hot_humid,bursty,1,31.024,30.724,30.524,28.024,25.0,45.0,60.0,,50.0,1.0,30.17,,,0,trial
2026-07-07T20:35:28,forecast_hot_humid_bursty_r1,forecast,hot_humid,bursty,1,31.029,30.729,30.529,28.029,25.0,45.0,60.0,,50.0,1.0,30.17,,,0,trial
2026-07-07T20:35:28,forecast_hot_humid_bursty_r1,forecast,hot_humid,bursty,1,31.034,30.734,30.534,28.034,25.0,45.0,60.0,,50.0,1.0,30.17,,,0,trial
2026-07-07T20:35:28,forecast_hot_humid_bursty_r1,forecast,hot_humid,bursty,1,31.039,30.739,30.539,28.039,25.0,45.0,60.0,,50.0,1.0,30.17,,,0,trial
2026-07-07T20:35:28,forecast_hot_humid_bursty_r1,forecast,hot_humid,bursty,1,31.043,30.743,30.543,28.043,25.0,45.0,60.0,,50.0,1.0,30.17,,,0,trial
2026-07-07T20:35:28,forecast_hot_humid_bursty_r1,forecast,hot_humid,bursty,1,31.048,30.748,30.548,28.048,25.0,45.0,60.0,,50.0,1.0,30.17,,,0,trial
